Id,Community
bereitweilihresseid,0
laclasequevaacambiarelmundo,0
hyderabad,0
lasinistracheama,0
pittsburgh,0
ecologismosocial,0
descolonizeosistema,0
huelgamundialporelclima,0
huelgaglobalporelclima,0
bastadefalsassoluciones,0
climateactionow,0
juicioporelclima24s,0
biddewas,0
одинштормразныелодки,0
24settembre,0
yvr,0
manifencours,0
24sept,0
greveglobalpeloclima,0
svtaktuellt,0
planningforall,0
lineinthesand,0
21for21,0
utpol,0
uted,0
climateincome,0
pricepollution,0
leadonclimate,0
sistemiköktendeğiştir,0
i̇klimgrevi2021,0
i̇klimi̇çinbirlikte,0
forrest,0
srfgredigdirekt,0
euusominhavozpeloclima,0
criseclimática,0
huelgaclimática,0
berlín,0
zapatistas,0
trier,0
feminismo,0
luebeck,0
fridaysforfutureita,0
kaiserwiese,0
oldenburg,0
avellino,0
uds,0
amazonia,0
biologiskmångfald,0
corsocomo,0
klimalaman,0
todaynottomorrow,0
bitcoin,0
cambiaresistema,0
climatestikeonline,0
die_gruenen,0
turvallinentulevaisuus,0
924기후파업,0
momentostorico,0
climateinjustice,0
hvv,0
fff_hamburg,0
fridaysforfuchur,0
strikeforfuture,0
ritornoalfuturo,0
plattdüütschdag,0
mankind,0
ubuntu,0
famines,0
enkelkinderbriefe,0
patronsoftheplanet,0
belem,0
fridaysforfuturebelem,0
emergênciaclimática,0
uproot,0
healthyplanet,0
sunoearthki,0
hurricanes,0
wearamask,0
acciónporelclima,0
climatejusticeisnow,0
stopmagrovedegradation,0
actionnotwords,0
riverbankprotection,0
action4cities,0
stopbeingfossilfools,0
backnang,0
swgreen,0
week146,0
fossiltreaty,0
46th,0
stopisds,0
20agosto,0
fridaysforfuturepunjab,0
anotherworldispossible,0
friday_for_fullnodes,0
mercalli,0
sorgi,0
mpa,0
internationalyouthday2021,0
healthyriparian,0
45th,0
maldives,0
africaisnotadumpster,0
siberia,0
algeria,0
fire,0
zib,0
climatecrisisishere,0
gulfstreamcollapse,0
ourcommonhome,0
bodrum,0
44th,0
stockholmpride,0
draughts,0
perscheid,0
fossilfueltreaty,0
fightfor1point5v,0
lagranbellotadanambroqueña,0
fiamme,0
tidetotheocean,0
alohafriday,0
keinekohlefürdiekohle,0
earthovershotday,0
43th,0
red,0
notce,0
stoptce,0
cingoleni,0
g20italy,0
olifieldworker,0
fffjul23,0
42th,0
climateactionno,0
rains,0
szsummit,0
noeasy_iscoming,0
straykids,0
스트레이키즈,0
laschetwusstees,0
dreyer,0
euforeststrategy,0
41th,0
fffvirtual,0
rehabilitatekhori,0
naturalcalamities,0
nomorelies,0
cleanwater,0
epa,0
szplus,0
yyjpoli,0
seattleheatwave,0
i̇klimgrevi,0
i̇klimi̇çinhareketegeç,0
roermond,0
lyttonbc,0
safewater4all,0
40th,0
savebuxwahasavelife,0
savekolkatatrams,0
genderequality,0
youths,0
buxwahaforest,0
buxwaha,0
childhonouring,0
actc12,0
lyttonbcfire,0
naoaomarcotemporal,0
39th,0
schoolstike4climate,0
protect,0
preserve,0
enviroenment,0
helle,0
kesä,0
summer,0
kanudemo,0
aufswasserfür1komma5,0
demonstrationaufdemwasser,0
savetrees,0
saveforest,0
chipkophirse,0
cap,0
38th,0
rewritingextinction,0
comicart,0
evironmentalism,0
swedishlaw123,0
hh1806,0
g7actnow,0
schoolstrikeweek,0
hamburgerstiftungstage,0
g7cornwall,0
g7summit,0
greenghanaproject,0
veckobrevforfuture,0
resistg7,0
falmouth,0
youthoceansummit,0
nokxl,0
kxlisdead,0
nopipelines,0
wed2021,0
würzburg,0
notoplasticpollutionwakkem,0
onebilliontreesforafrica,0
climateequity,0
35th,0
stopreconafrica,0
savetheokavangodelta,0
benzinpreis,0
zwidemu,0
29m,0
climastrikeonline,0
totalagm,0
grevepeloclima,0
forasalles,0
34th,0
teamplanet,0
canviclimàtic,0
agrarhilfen,0
kohlecommerzbank,0
klimanapola,0
climateexp0,0
ecohomes,0
imnotcryingyourecrying,0
soscolombia,0
sosmyanmar,0
laespañaquehacemos_,0
standwiththeoppressed,0
mildura,0
palestine,0
klimakonsens,0
istandwithisrael,0
eiszeit,0
billc12,0
conservatives,0
climateactionbill,0
thenewclimatewar,0
33rd,0
pnrr,0
giustiziaclimatica,0
colombiasos,0
paronacionalcolombia,0
peaceforpalestineandisrael,0
indiacovidcrisis,0
soscolombiaddhh,0
fridays4futureonline,0
legalizalatiza,0
y20,0
beuys,0
grünerantisemitismus,0
sciencedenial,0
palmerrassist,0
facetheclimateemerge,0
fridaysforfutureottawa,0
actonyourpromises,0
fundlu,0
strongertogether,0
32nd,0
fridaysforfutureonline,0
mindthecap,0
sp2021,0
wherewillyoubein2030,0
plant,0
socialdenial,0
climateactivists,0
klimaatzaak,0
chemnitz,0
keelingcurve,0
fridaysforfuturepakistan,0
pakistan,0
i̇kizderetaşocağıolmasın,0
makeecocideacrime,0
votelikeyoufuturedependsonit,0
vacunaparalacrisisclimatica,0
31st,0
oxygen,0
indianeedsoxygen,0
omv,0
fazpeloclima,0
earthdayweek,0
23nisan,0
schoolstrike4climateaction,0
leadersclimatesummit,0
aussteigen,0
drosten,0
wirsindviele,0
toxicrockwool,0
aðgerðirstrax,0
loftslagsverkfall,0
endtheblockade,0
greennewdealbd,0
ukgovt,0
hs2,0
2doc,0
liha,0
terveys,0
everest,0
nepalese,0
savenatureforfuture,0
fightfortomorrow,0
oceanclimateactionplan,0
kanalistanbul,0
yakanalyaistanbul,0
climatesrikeonline,0
capkuntoon,0
aixino,0
fridaysforhautecouture,0
gbr,0
ratifyparis,0
saveourforests,0
cilimatestrike,0
ytalkclimate,0
letchinastrikeforclimate,0
气候危机没有疫苗,0
否认气候危机的人是人类公敌,0
climatebill,0
プラスチック,0
cleanair,0
justíciaclimàtica,0
internationaldayofforests,0
dayoftheforest,0
billiontreetsumami,0
kriterien,0
bastafalsepromesse,0
loiclimat,0
generationsacrifiee,0
chegadepromessasvazias,0
fffengland,0
march19,0
cingolani,0
sinistraitaliana,0
sinistra,0
bosvaatleri̇stemiyoruz,0
i̇klimiçinhareketegeç,0
nomáspromesasvacías,0
taketheknee,0
worldagainstracism,0
grevemondiale,0
oedpforfuture,0
mumbsi,0
nogreenwashing,0
youthclimatedialogue,0
climstestrike,0
raceformars,0
nowayout,0
standwithdisharavi,0
poland,0
drk,0
ihrseiddochspinner,0
march12,0
climateactioninyourarea,0
otd,0
internationalwomensday,0
deedsnotwords,0
planb,0
redzone,0
ecocidelaws,0
genderjustice,0
iwd2021,0
schoolstrikeonline,0
fightforfuture,0
studentsvoice,0
atlantic,0
rainforests,0
planetaryboundaries,0
endingplasticpollution,0
facetheclimateemmergency,0
schoolclimatestrike,0
planttreessavetheearth,0
lesung,0
liebestatthass,0
nocovid,0
fridaysforfinance,0
climatecrisisisreal,0
ecanu,0
fridaysforcommunism,0
time100,0
aschermittwoch,0
adaniwatch,0
toolkit,0
hatekits,0
gotojailwithdisharavi,0
gotoosama,0
climateactivism,0
releasedisharavi,0
march,0
dieselaggregat,0
florestasemcortes,0
baumhausdorf,0
amk,0
nextgen,0
wearewatchingyou,0
waternotcoal,0
stopceta,0
istandwithfarmers,0
frauenpower,0
dickerpullitag,0
worldiswatching,0
perthfires,0
plastichearts,0
standwithfarmers,0
naturebasedsolutions,0
dieletzteinstanz,0
i̇klimkrizi,0
kar,0
tina,0
davosagenda,0
intergenerationalethics,0
否认气候危机者是人类公敌,0
berniememes,0
berniesandersmittens,0
blödland,0
एकपेड़शहीदोंकेनाम,0
onetreeformartyrs,0
bidenadministration,0
bidenharrisinauguration,0
mlkday,0
mentalhealthforfuture,0
strikeformentalhealth,0
mountainsnotmines,0
oxygentomanaus,0
arte,0
delivredeplástico,0
yre,0
bekind,0
wrongcalloncoal,0
yamunariver,0
trutherbot,0
svenskpolitik,0
fffsn,0
gpc,0
happybirthday,0
protectthearctic,0
defendthesacredak,0
climatenews,0
2021year,0
bye2020,0
year2021,0
climatechallenge2021,0
indigenous,0
dummwiestulle,0
strikeonline,0
letrussiastrikeforclimate,0
strongtogether,0
nonfossilizziamoci,0
fightchildhungerinafrica,0
esperanza,0
lanternwalk,0
internationalmigrantsday,0
conejovalley,0
maskup,0
thousandoaks,0
zeigthereurelieblingsbilder,0
voicesofyouth,0
vielfliegerluisa,0
michaeljackson,0
nolng,0
mumbaikars,0
coastalroad,0
notoredtagging,0
junkterrorlaw,0
worldwewant,0
farmersprotestdelhi2020,0
farmbills2020,0
fuckit,0
davenportto,0
notimetowaste,0
savethano,0
climateaccountability,0
c12,0
blackfridayamazon,0
landback,0
facetheclimatecrisis,0
为未来的星期五,0
boycottblackfriday,0
save_farmer_save_country,0
antifarmerbills,0
saveanakkayam,0
anakkayam,0
climatechangeaction,0
linköping,0
worldchildrensday,0
singleuseplastics,0
recoveryplan,0
endgame,0
savemollem,0
handcramps,0
ardmediathek,0
wieleben,0
ardthemenwoche,0
whpowerlist,0
prayforphilippines,0
greatgreenwall,0
mydiwaliresolution,0
ecofriendlydiwali,0
chattogram,0
coastalday2020,0
cop26ambition,0
myright2breathe,0
delhiairquality,0
klimapodcast,0
spotify,0
byedon,0
bidenharis2020,0
wearestillhere,0
exitspiritenergy,0
endwildlifecrime,0
savearavali,0
earthquake,0
timetoparis,0
azeriwarcrimes,0
ab18,0
recogniseartsakh,0
sentinel5,0
slash_and_burn,0
boycottpollutants,0
savethanoforest,0
indiafightsairpollution,0
climatestrickonline,0
boycottpoulltants,0
lnpcrimefamily,0
nemarevokeesiacertificate,0
endsars,0
futureofcap,0
votecapdown,0
eyesopencanada,0
зеленыйкурс,0
buildbackbetterscot,0
daspolitikteil,0
kilimanjaro,0
dokumentarfilm,0
wuppertalinstitut,0
fideicomisos,0
acab,0
femizid,0
камчаткачс,0
oceanissick,0
climateemerengency,0
mediterranea,0
hotair,0
climatedelay,0
jugendparlament,0
p1debat,0
cop21,0
faceforclimate,0
scientists4forfuture,0
act4climate,0
youthlead,0
maskeauf,0
shriprakashji,0
voterregistration,0
signfortheplanet,0
ttt,0
bosbach,0
releaseclimateactivistsuganda,0
trumpf,0
edletropfen,0
freefffugandaactivists,0
25strabajoyclima,0
inklusion,0
justrecoveryforall,0
25s,0
sosamazonía,0
recuperaciónverde,0
nossacasaestaemchamas,0
schutzmaske,0
climateactni,0
laudatosi,0
seasonofcreation,0
climatestrikestjohns,0
fridaysforfuturestjohns,0
вместезаклимат,0
заклимат,0
accionclimatica,0
confessyourunpopularopinion,0
kamayparasaklima,0
defendenvidefenders,0
monkstownvillage,0
environmentprotectionisnotjustaconcernbutachallenge,0
enactclimatelawinindia,0
asiaforclimate,0
redalertonclimate,0
wearenepaleseyouthforclimateaction,0
coalfreenigeria,0
psychologistsforfuture,0
justiciaclimática,0
trabajoyclima,0
emergenciaclimática,0
revoluciónsostenible,0
ffftooting,0
túquéhaces25s,0
pretoria,0
fightforclimateinjustice,0
globaldayofclimateaction0925,0
askaclimateresearcher,0
lichfield,0
zambia,0
tooting,0
audiostrike,0
adiwiyata,0
care4climate,0
climateactiongh,0
leadonclimate2020,0
fridaysfordummköppe,0
riseupforchange,0
bgija,0
bdclimatejusticeweek,0
piratenpartei,0
keepbritiantidy,0
hornfair,0
notgoingback,0
climateandecologicalcrisis,0
preemraff,0
circonomia2020,0
tag,0
greencourse,0
actonfaso,0
naturefirst,0
greenecovery,0
nrwähltklima,0
savemyplanet,0
bugomaforestlifematters,0
unitebehindthescence,0
solvingtheclimatecrisis,0
climatechaos,0
womeninscience,0
60milliontreeschallenge,0
geneve,0
dortmundwähltklima,0
town_hall,0
katrineholm,0
nrwaehltklima,0
climatecrisishere,0
iklimkriziburada,0
sosflorestadocamboatá,0
savehwangenationalpark,0
week21,0
ogeikpeople,0
ourleadersliestudentsdie,0
jointherebellion,0
caféconnata,0
whes,0
b3008,0
postponeneetjee_today,0
riseforclimate,0
amazzonia,0
savana,0
stopuemercosur,0
september25,0
amazonrainforest,0
amazonfires,0
postponejeeneet_today,0
movyecoglobal,0
savetherainforest,0
sosamazon,0
bugoma,0
standingourground,0
evictadani,0
indigenouslivesmatter,0
wanganandjagalingou,0
jee2020,0
postponejee_neet,0
justiceforstudent,0
jee_neetcanwait,0
metoo,0
forumdemokratie,0
overshootday2020,0
plantfortheplanet,0
flattenthecuve,0
stormellen,0
demcastfl,0
sommerloch,0
abindieschule,0
terroranschlag,0
ablenkungsmanöver,0
sovereignty,0
youthday,0
youth4globalaction,0
hohenschönhausen,0
lichtenberg,0
amazoniasinfuego,0
notoplasticpollution,0
eduskunta,0
indigenousday,0
worldindigenouspeoplesday,0
hottestdayoftheyear,0
stayathomechallenge,0
digitalstrikeonline,0
salzburgerfestspiele,0
colombia,0
climatestrineonline,0
escazúahora,0
escazúya,0
abstandhalten,0
loveparade,0
frackoffpse,0
fridaysforfuturedublin,0
fridaysforfutureireland,0
natureistrulyamazing,0
spreadgreen,0
myfuture,0
fahrraddemo,0
savebaikal,0
disabilitypridemonth,0
schoolsstrikeforclimate,0
defendthedefender,0
fridaysforyou,0
newyorkstate,0
animalpolitics,0
roskalakko,0
earthcleanup,0
schoolsstrike4climate,0
defendthedenders,0
saveafrica,0
私たちの声が変えていること,0
メンバー募集中,0
cdp,0
mainbhifff,0
resignjavdekar,0
drafteia2020,0
savenorilsk,0
greenlandismelting,0
savezoka,0
wearadamnmask,0
parents,0
just,0
junkterrorlawnow,0
savethesahel,0
klimawochenende,0
fridaysforfutureafghanistan,0
internetcensorship,0
mig,0
conferênciaethos,0
dialogobywatelski,0
europejskizielonyład,0
klimagerechtekrisenpolitik,0
ltw21,0
klimaträttvisa,0
crclimatestrike,0
piumihansamali,0
actionsahel,0
climatebawl,0
bürgerdialog,0
santcugat,0
climatedefenders,0
newportbeach,0
grevedigital,0
acriseclimáticamata,0
theclimatecrisiskills,0
week82,0
ggi,0
climateeducation,0
savecongoforestflora_fauna,0
junkterrorbill,0
lgbtqrights,0
plasticbagfreeday,0
dontfrackthent,0
internationalplasticbagfreeday,0
retroprogress,0
economics,0
pseudoscience,0
klimaministerium,0
liitulakko,0
letchinaclimatestrike,0
standwiththelumad,0
klimaoffensive,0
rstats,0
justsimplemath,0
sommarip1,0
statigenerali,0
sommar,0
nonbkpipeline,0
noplasticosdeunsolouso,0
legislenparalavida,0
isupportblacklivesmatter,0
juneteenth2020,0
week80,0
lastdayofschool,0
summertime,0
ratspräsidentschaft,0
mbe,0
protests2020,0
precarizacion,0
juventudlis,0
klimaschutzplakativ,0
clmatestrike,0
climatemovement,0
begrenzungsinitiative,0
tasmanien,0
erneuerbareeneegien,0
black_lives_matter,0
hitzerekord,0
coronavirusupdate,0
istandwithblm,0
parachutesfortheplanet,0
ytvofficial,0
volumeup,0
pridemonth,0
happyenvironmentday2020,0
blacklifesmatter,0
worldenvironmentday2020,0
noexistevacunaparalacrisisclimática,0
timefornature,0
wed2020,0
keepmamaafricagreen,0
uniteforph,0
netzdg,0
bindu,0
orfreport,0
schildermeerfürsklima,0
onted,0
digital,0
iklimkrizini,0
systemrelevant,0
savunucularısavun,0
notoracism,0
ırkcılığahayır,0
yerlihakları,0
staysafestayhome,0
riotinto,0
sociology,0
zeroemissions,0
flughafen,0
fra,0
africaday2020,0
africaday,0
publicclimateschool2020,0
internationalbiodiversityday,0
internationaldayforbiologicaldiversity,0
laudamotion,0
coronaviruslockdown,0
mentalhealthawarenessweek,0
whatthefork,0
changethecap,0
keepthecoalinthehole,0
keeptheoilinthesoil,0
rheinsieg,0
diamundialdelreciclaje,0
digitalstrikeoxford,0
saveourforest,0
frighteverycrisis,0
bandeforestation,0
climatemw,0
protectwildlife,0
actonthescience,0
endangeredspeciesday,0
himalaya,0
rebuildbetter,0
climamw,0
vistasdesdemiventana,0
laculturaentucasa,0
viewfrommywindow,0
buildabetterfuture,0
childmovement,0
saltoextra,0
15maggio,0
noforestsnofuture,0
shoolstrikeweekonline,0
savecongorainforestfloraandfauna,0
washyourhands,0
springrendezvous,0
genclimateaction,0
fightallcrisis,0
leavenoonebehinde,0
quenoteengañen,0
week61,0
mitierranosevende,0
pandemic,0
journalisten,0
publichealth,0
physicaldistancing,0
breaking,0
tt_tip,0
nobailoutwithoutchange,0
istandwithworkers,0
1may,0
adilgeçiş,0
1mayisemekvedayanismagunu,0
1mayis,0
internationalworkersday,0
appforfuture,0
matura,0
merktihrselbst,0
volvamosconjusticiaclimatica,0
manidelucesysombras,0
accionglobalporelclima24a,0
bobmarley75,0
earthmonth,0
earthdaylive,0
trumpisnotadoctor,0
plomo19,0
buildbettertogether,0
climatechampions,0
confinement,0
covi19,0
recoveryfunds,0
flattentheco2curve,0
transition,0
recover,0
volvamoscondignidad,0
volvamosconjusticiaclimática,0
climatestrikehelper,0
balcony4climate,0
solobutnotalone,0
unitingfromhome,0
godmoringfriday,0
togetherathome,0
treateverycrisis,0
earthday2020,0
stopdukeenergy,0
noacp,0
solvingit,0
houseinonfire,0
speaktruthtopower,0
climategate,0
waldbrand,0
digitlstrike,0
schulboykottde,0
dkgreen,0
teachthefuture,0
letsgreentheplanet,0
youthstrikeforclimate,0
coronavirusoutbreak,0
350ppm,0
остановиогонь,0
digitalstrikeph,0
covid19ug,0
biliminarkasındabirleş,0
iklimacil,0
evdekal,0
karfreitag,0
peopleoftheplanet,0
leidenschaftalter,0
parents4future,0
peoplenotpolluters,0
nobailouts,0
schoolstrike4cliamte,0
小泉大臣聞こえますか,0
fridaysforfuturetokyo,0
creativeclimatestrike,0
protectouroceans,0
cleanercars,0
buevdei̇klimgrevivar,0
dijitali̇klimgrevi,0
twotreesaweek,0
onemillionofus,0
keepintheground,0
resilient40,0
climateonlinestrike,0
bingen,0
coronaparties,0
coronahilfe,0
supermarkt,0
pollutersoutnow,0
立憲フェス2020,0
covid19seattle,0
catsofthequarantine,0
schoolstrike4nature,0
石炭火力,0
psychotherapistsforfuture,0
ausgangssperre,0
koronavirüs,0
cornona,0
coronaviruschallenge,0
swimhour,0
bleibtzuhause,0
westayathome,0
saubereumwelttrotzcorona,0
müllsammeln,0
coronahysterie,0
coronavirusdeutschland,0
koronavirus,0
laumasuoja,0
crossposting,0
strikefromhome,0
saturdaysforsystemchange,0
covoid19,0
coronaferien,0
seattlecovid19,0
savelakevictoria,0
protectlakevictoria,0
climatestriker,0
東日本大震災から9年,0
パワーシフト,0
aoinenahaeráide,0
savecongobasin,0
onlineclimatestrikeactivists,0
13mars,0
lönnemo,0
שביתהדיגיטלית,0
youthforclimateindia,0
thewewant,0
macrograngesno,0
domian,0
picktherightbattle,0
norrtälje,0
heiligenschein,0
forestfriday,0
orleg,0
march6,0
schoolsforfuture,0
educationnotextinction,0
bruxelles,0
droitshumains,0
cleanfuture,0
nonunadimeno,0
8marzo,0
ticktock,0
newbeginnings,0
week5,0
fffparivartan,0
bruselas,0
jerez,0
somosdeesclavas,0
patriarchy,0
fotovoltaik,0
solidarityeuropeanclimatestrike,0
jmun,0
klimaretten,0
envcouncil,0
greveclimaticaestudantil,0
ilmastomeemi,0
eudk,0
kantonsrat,0
krzh,0
ewiggestrige,0
vanessa,0
civildisobedience,0
youthpower,0
climateheroines,0
march4women,0
turncollegegreengreenagain,0
earthrise,0
bristolys4c,0
schoolstrike4climage,0
phoenixtreesinschools,0
globallyresponsiblewales,0
alexnote,0
publiclands,0
stormjorge,0
bys4c,0
carbonneutral,0
machökowiederlogisch,0
schoolstrikes,0
bristolyouthstrike,0
seedballs,0
thoughtsandprayers,0
citicbs,0
salo,0
nodenial,0
artforourplanet,0
clinate,0
bullettrain,0
climatecultscience,0
climateaction_kenya,0
timeforboldcollectiveaction,0
towardstenpercenttreecover,0
voteforclimate,0
wetsuwetensolidarity,0
shutdowncanada,0
красноярсдыши,0
stopttip,0
fridaysforfuturesweden,0
strikeeverywhere,0
climateawarenessaction,0
nairobi,0
kenyanclimateactivists,0
edd20,0
outrageandoptimism,0
birthdaytrees,0
teens,0
chester,0
chestertweets,0
aloksharma,0
groupthink,0
makelovenotcement,0
fffkleidertausch,0
day45,0
valentines2020,0
changementclimatique,0
oxford,0
teach,0
environmentalawareness,0
wetsueten,0
coastalgaslink,0
fridaysforfutureseattle,0
showthelove,0
ecologicalemergency,0
geisterzug,0
valentinesday2020,0
timetogrowup,0
lovetheplanet,0
xrfamilies,0
loveletterstomotherearth,0
stopkillingcyclists,0
strike4youth,0
bath,0
palebluedot,0
palebluedot30,0
wirsinddiezukunft,0
keinherzfüraltmaier,0
cdublockiert,0
bw1402,0
graz,0
durham,0
ukclimate,0
valentines_day,0
virusleugner,0
klimaleugnern,0
virusforfuture,0
tonbridge,0
letusbeheard,0
norfolk,0
stopfracking,0
handsoffourfuture,0
timetochange,0
activist,0
confinaeu,0
backasápmi,0
gävle,0
borrell,0
affirmation,0
affirmations,0
indigenouslaw,0
fffdelhi,0
vote4climate,0
ue,0
protecttheyintah,0
winnipeg,0
galway,0
yyjtraffic,0
uppsala,0
limerick,0
hunger4justicema,0
ourearthourresponsibility,0
waterford,0
weltretter,0
dontbesilenced,0
oceanweek2020,0
sopitasxairelibre,0
mldp,0
mondaysformedicine,0
cop,0
facemask,0
artists,0
ökoanarchisten,0
dtv,0
listenlearnact,0
waleg,0
wpgpoli,0
manitoba,0
radtke,0
2020wefighton,0
compostingsahihai,0
blocksiemens,0
iltempodioshø,0
osho,0
31gennaio,0
streetart,0
banksy,0
gretastyle,0
iiiww,0
skolstrejkforklimatet,0
monopol,0
geschäftsmodell,0
liveticker,0
managersforfuture,0
fridaysformoney,0
history,0
funfact,0
visionsforclimate,0
climatechangeeducationact,0
australiaday,0
youthled,0
reutersdavos,0
huesca,0
parachutes,0
climatepolis,0
dib,0
standwithaustralia,0
сибирьбразилияавстралия,0
sdg13climateaction,0
k2401,0
気候非常事態,0
calentamientoglobal,0
thisisclimatechange,0
klimaatoptimist,0
rostocker,0
hro,0
schweden,0
sixthextinction,0
julian_assange,0
youhaventseenanythingyet,0
nzz,0
hassimnetz,0
pinparental,0
weltamsonntag,0
postcarbon,0
fridaysforfutureke,0
eyesongreed,0
lausanne2020,0
lausanne,0
urgenceclimatique,0
greveduclimat,0
エコシア,0
ecosia,0
climategrandma,0
wohlstandsbarbie,0
nepaleseyouth4climateaction,0
denkpause,0
emergenciaclimáticaya,0
seacabaeltiempo,0
fightinequality,0
mainz05,0
winterbiketoworkday,0
cyclewr,0
watreg,0
brd2020,0
noafdhh,0
einhorn,0
thisisnotnormal,0
oxfordyouthstrike,0
treesforthefuture,0
strikeforaustralia,0
ökowahn,0
defundclimatechange,0
everyonewelcomeeveryoneneeded,0
australiaisonfire,0
bushfirecrisisaustralia,0
rogerwakeupnow,0
theguideistanbul,0
i̇stanbul,0
shouldfollow,0
ritapavone,0
sanremo,0
transiciónenergeticajusta,0
reyesmagos,0
debateinvestidura,0
opaumweltsau,0
leavenworth,0
lightsout,0
funnyfridays,0
week44,0
vlimateaction,0
congorainforest,0
regierungsprogramm,0
climatstrike,0
36c3,0
noko,0
whywestrike,0
philippsburg,0
1jahrnurblockiert,0
lomejorde2019,0
campeonesdelatierra,0
rivoli,0
r4today,0
klimamomente2019,0
2020yearofclimateaction,0
savethecongorainforest,0
inspiringyouth,0
climatecult,0
ecofascism,0
week43,0
savecongo_flora_fauna,0
klimastrejk,0
indigenousrightsarehumanrights,0
bagpipebear,0
makeitcount,0
alohaoasis,0
miañoforfuture,0
rejectinginaction,0
holidayseason,0
ehbaldnichtmehrdabei,0
northstream2,0
klimazölle,0
networkofnow,0
ecologicalbreakdown,0
freearshak,0
solidaritywitharshak,0
humanright,0
witze,0
santaclaus,0
stellungnahme,0
turin,0
dec202019,0
december202019,0
dieerdebrennt,0
crossroad,0
roschermeinel,0
houseonfire,0
safeearth,0
globalerregenwaldtag,0
throwbackthursday,0
tbt,0
umweltbewusstsein,0
papiersparen,0
heyboomer,0
marburg,0
ley7722,0
cop97,0
déforestation,0
trudeau,0
cop25madrid2019,0
worldindanger,0
muenchen2035,0
sciencerising,0
agu2019,0
crclimatestrikers,0
neve,0
herz,0
cumbredelclima,0
togetherforall,0
13dicembre,0
13dic,0
congretaperilpianeta,0
torinoforfuture,0
sciencenotsilence,0
ansaambiente,0
化石賞,0
article6,0
fixarticle,0
unitedbehindthesceince,0
fixarticle6,0
wearemad,0
getrid,0
letsactnow,0
itstodaynottomorrow,0
zeitzuhandeln,0
yourvoteourfuture,0
demcast,0
aritmodelcuore,0
christmasiscoming,0
rnbreakfast,0
traditional,0
timepersonoftheyear2019,0
nithyananda,0
nithyananditha,0
lospueblosporelclima,0
copseguimosaqui,0
repost,0
tiempodeactuar,0
zaragoza,0
time,0
scc_19,0
copforfuture,0
scienceforfuture,0
dasistdiezukunft,0
cooperativatesuma,0
childrensrights,0
myplanetmyrights,0
propagandatop,0
communityadvent,0
climatedeedsnotwords,0
socialsummit,0
cumbresocialclima,0
kinderbepöbler,0
urgenza,0
concretezza,0
bardem,0
almeida,0
ecología,0
protectpubliclands,0
6dporelclima,0
climataction,0
zimbabue,0
resiliencelab,0
últimahora,0
endirecto,0
marchaclimática,0
ultimatumcop25,0
shutdowndc,0
psoe,0
tiempodeactuarya,0
t13tarde,0
geoingeniería,0
miraalcielo,0
marchforclimate,0
youthvote,0
mepolitics,0
transiciónecológica,0
directo,0
greenpeacemachtbildung,0
poovulaginnanbargal,0
cimeraclima,0
ge2019,0
carolsforclimate,0
greensanta,0
peoplevsoil,0
uconntalksclimate,0
diadelaconstitucion,0
6dnow,0
rinkeby,0
cop25strike,0
schenktunszukunft,0
polcan,0
klimafakt,0
shapirashapira,0
mairakellers,0
powertothechildren,0
threedemandsbill,0
tropentrump,0
umweltpolitik,0
dicaprio,0
santamonica,0
bffuneralearthwake,0
xrvan,0
minutoaminuto,0
mn_lpz,0
nopalm,0
noeinweg,0
blockfriday,0
ong,0
rubiesbank,0
digitalbanking,0
nomlpd,0
copenhagen,0
sheffieldissuper,0
prideday,0
globalstrikefornature,0
sardinefritte,0
salvinimerda,0
notriv,0
школызаклимат,0
zeilblockieren,0
tve,0
värmland,0
sunne,0
deichkind,0
climatemergency,0
fridaysfornofuture,0
globalhungerstrike,0
manifestants,0
worldwide,0
primark,0
069forclimate,0
globalclimateemergency,0
dpareporter,0
klimastrejke,0
exeter,0
corkcity,0
fffhh,0
liverpool,0
グローバル気候マーチ,0
groeiendverzet,0
do2911,0
burningpollutionnosolution,0
rome,0
wikipedia,0
climatestikethailand,0
supersathorn,0
howdusitdoesit,0
cognitaway,0
giordanaangi,0
mlodzieżowystrajkklimatyczny,0
preferiscofridaysforfuture,0
alessandria,0
wastetoenergy,0
aktivistimummot,0
sittingwithgreta,0
antarctic,0
globalactionday,0
6d,0
adelaide,0
dienstpflicht,0
climatenaturedebate,0
hambachforest,0
ilmastohätätila,0
scioperoglobale,0
зеленареволуција,0
несеиздржува,0
artstrike,0
fckw,0
wewillrise,0
socialentrepreneursforfuture,0
portsmouth,0
bauerndemo,0
notoblackfriday,0
faithsforclimateaction,0
bijiberxwedanarojava,0
12062020olympia,0
museumsforfuture,0
thanks,0
justiciasocial,0
justiciaambiental,0
motril,0
24nov,0
replacegdp,0
doughnuteconomics,0
globalclimateactionday,0
cleanbc,0
racingextinction,0
zerohour,0
dnp12,0
kunasek,0
strikefornature,0
rally,0
divestnow,0
wearethechange,0
enoughisenough,0
timeisup,0
temizhavahaktır,0
swedeninpakistan,0
olympiastadionberlin,0
bcyouth,0
youth16,0
hverdagerforframtida,0
generalelection19,0
bürgerblock,0
29n,0
verpackungsmüll,0
nov15th2019,0
nov15,0
november15th,0
acquaaltavenezia,0
persapere,0
pourlefutur,0
ccmm,0
umweltsünde,0
insektensterben,0
kleineaktivistin,0
frühübtsich,0
plantforsurvival,0
childrensday2019,0
day869,0
